,dl_l,losses,rf,ridge,svr
0,11.007624471309093,javg_99_1.0,11.455302032239343,1.2891253913435654,1.2249954448448026
1,9.596811468366598,javg_95_1.0,13.420700745059927,0.5556939460107165,1.440454778293954
2,7.732003876480585,javg_90_1.0,17.097832242256068,0.07835255556409765,0.13570141430722976
3,7.552023701328416,jmin_95_1.0,,,2.182461487698108
4,,jmin_90_1.0,,,
5,0.9579816303948953,mse_1.0,24.04208926953986,9.030663373129357e-291,0.001966377277828331
6,11.444910822923326,jmin_99_1.0,10.712573608607963,0.8096976036823956,2.0465805666318757
7,8.718735214909646,javg_99_0.9,5.546124878447588,2.077366037748573,8.645223994022864
8,5.906620222945005,javg_95_0.9,7.95587827975614,1.9974261180846755,9.12748754665095
9,6.0538732245718565,javg_90_0.9,6.162765809141934,1.0190137452764214,11.703597078682304
10,11.3787315618625,jmin_95_0.9,3.3137410965287732,5.986176101335302,4.331298931737548
11,10.993776964794598,jmin_90_0.9,2.5172854975981167,7.8914678288948945,3.5832699147929064
12,5.056073850887532,mse_0.9,17.950555146124437,2.3607744615801304e-28,2.001861046526706
13,6.877078007103858,jmin_99_0.9,5.267951235804811,7.026294189932016,5.8281675375333
14,4.853558993221903,javg_99_0.8,5.107238838546155,6.888298158228233,8.151315590289542
15,4.033498158148651,javg_95_0.8,5.378228387923287,4.238543929601297,11.31603450690481
16,2.9951023541966397,javg_90_0.8,4.6209921354794545,4.137396995290489,13.249825527133149
17,6.202346090588281,jmin_95_0.8,2.5366457958894277,10.819218712484687,5.405617649530908
18,8.49105660701982,jmin_90_0.8,1.3134675102807039,11.810166762566512,3.4305621923691514
19,4.851605504580964,mse_0.8,12.64740419038986,0.008178081978156585,7.522336994248628
20,4.92854410211878,jmin_99_0.8,4.971630544858534,8.725099404198215,6.385331005272877
21,2.0170630383886707,javg_99_0.6,4.859223336760526,10.476523583427817,7.665738447375081
22,0.8582680809107095,javg_95_0.6,2.664497579367094,10.394831697494393,11.090539472853173
23,0.9976769538676731,javg_90_0.6,2.1559016032072007,10.602596441052366,11.260822145229836
24,1.4514018374806443,jmin_95_0.6,1.3164813613225883,16.124898865204894,6.117335839515616
25,3.451359253135335,jmin_90_0.6,1.1883462295235465,15.842793215358583,4.47282724581482
26,1.000000000079367,mse_0.6,2.068876010593731,3.2375084015397855,18.700286079502217
27,4.446305426338286,jmin_99_0.6,2.2692589982292803,10.99976286504068,7.325742756514004
28,1.1790180360619058,javg_99_0.4,3.7356216472797263,8.129411412374441,11.885562342510065
29,3.7485993940307942,javg_95_0.4,1.8977265987300944,9.8460256996594,9.518673805552103
30,1.4879553409168886,javg_90_0.4,0.38816590042818133,9.083291414524318,14.069449423070855
31,4.456628892647831,jmin_95_0.4,0.0013021527020575358,16.045845994478356,4.5402977487797065
32,4.2356728953553,jmin_90_0.4,0.4738711208800263,15.368726851111306,4.878661050314761
33,0.0,mse_0.4,2.003107561247205,1.0007523486511891,21.99578616197893
34,4.351558293264524,jmin_99_0.4,2.639733298866918,10.96824396637226,7.093597027172599
